,ID,mol_distribution,monomers,sequence
145863,000000003990633_00001,[0.45523752 0.30299429 0.11949631 0.07559863 0.04667325],['Tma' 'Mo' 'Mep' 'Ni' 'Tmb'],MoMepTmaTmaTmaTmbTmaTmaTmaMoTmbMoTmaTmaTmaTmaMoTmaTmbMoTmaMoMoNiTmaTmaTmaTmaNiMepMoMepNiMoTmaNiMoMepTmaMoTmaTmaTmaMoMepTmaTmaTmaTmaMepTmaMoMepMoTmaNiTmaMoTmaMoMoMoMoTmaTmaMoMoMepTmaMep
147306,000000004266538_00001,[0.2322691  0.51015455 0.0558881  0.07071454 0.13097372],['Tma' 'Mo' 'Mep' 'Ni' 'Tmb'],MoTmbMoMoMoMoTmaNiTmbMoMoMoMoTmbMepMoTmaMoTmaTmbMoMoMoTmaTmaTmaTmaTmaMoNiTmaMoTmbMoMoNiTmaTmaMoTmbMoNiMoMoMoMoMoMoMoTmaMoMepMepMoMoMoTmaNiTmaMoTmaMoTmaMoMoMepTmbMoTmbTmb
153371,000000004814953_00001,[0.22357018 0.10912184 0.2689749  0.27226459 0.1260685 ],['Tma' 'Mo' 'Mep' 'Ni' 'Tmb'],TmaTmaMoTmaNiTmbTmaMepTmaTmaTmbTmbMepMoMepTmaMepNiNiMepNiMepTmbNiMepTmaMepNiNiMoMepNiTmbMoTmbMoNiMepTmaNiMepNiMepTmaMepTmaMepNiTmbMepNiNiTmaTmbMepNiNiNiMepTmbTmaNiTmaMoMoMepMepNiTmaTma
153483,000000004818213_00001,[0.23263934 0.39741936 0.16793155 0.07082726 0.13118249],['Tma' 'Mo' 'Mep' 'Ni' 'Tmb'],MoTmaMoMoMoTmaNiMoNiNiMoTmaMoNiNiMoMepMepMepTmaTmbTmbTmaMoMoMoTmaMepTmaTmaMoTmaMepMoMepMoMoMepTmaMoMoTmaMepMoMepMoTmaMoTmaMoMepTmbTmbTmbMepMoTmbTmbMoMoTmaMepTmaMoMoTmaMoTmbMoTmb
157746,000000000321916_00001,[0.25867409 0.37876689 0.16004985 0.20250917],['Tma' 'Mo' 'Mep' 'Ni'],NiMoTmaMoTmaTmaTmaNiMoTmaMoTmaTmaMoNiMoTmaMoMepNiMoMoNiTmaMoNiMoTmaMepNiMoMepMoMoMepNiMoMoNiMepTmaNiMoTmaMoMoNiMoMepMepMoMepNiTmaMoTmaTmaMoTmaMoMoMoNiMepTmaMoMepTmaMepNi
159831,000000000338153_00001,[0.16812289 0.04923522 0.29126427 0.49137762],['Tma' 'Mo' 'Mep' 'Ni'],TmaNiNiTmaTmaMepNiNiMepTmaNiNiTmaNiMepMoMoNiMepNiNiNiNiNiMepMepTmaNiNiNiNiMepMoNiNiNiNiNiNiMepNiMepNiMepMepMepNiTmaNiTmaMepMepMepMepMoTmaNiNiMepTmaMepNiTmaNiNiMepMepNiTmaNi
161073,000000000443694_00001,[0.24209388 0.2025652  0.04993038 0.50541055],['Tma' 'Mo' 'Mep' 'Ni'],NiTmaNiTmaNiMepNiNiMoNiNiTmaNiMepNiTmaNiMoNiTmaNiTmaMepTmaNiNiMoNiMoNiTmaTmaNiNiMoNiNiMoNiNiNiNiTmaTmaTmaMoMoMepNiMoMoNiNiMoNiMoNiNiMoNiTmaNiMoTmaTmaTmaNiTmaNiNi
162900,000000000499214_00001,[0.39548683 0.23163869 0.22838688 0.1444876 ],['Tma' 'Mo' 'Mep' 'Ni'],MepMepTmaNiMoTmaNiTmaTmaMoMoNiTmaMepMepNiTmaMepNiMoTmaTmaMoMepMepMoTmaMoNiTmaNiMoTmaMoMepMepMepMepTmaNiMoMepTmaTmaTmaTmaMoTmaMoTmaTmaTmaMoTmaMepTmaMoMepNiTmaMepTmaTmaTmaMepMoNiMoTmaTma
163472,000000000517269_00001,[0.42990538 0.17168032 0.11284682 0.28556747],['Tma' 'Mo' 'Mep' 'Ni'],NiTmaMepNiNiNiNiNiTmaTmaTmaTmaNiNiTmaTmaTmaTmaTmaMoMepTmaNiTmaMepMoMepTmaMoMoNiMepNiTmaTmaTmaMoTmaMoMepNiTmaMepMoTmaTmaTmaTmaTmaTmaNiMoNiTmaNiTmaMoNiTmaMoTmaNiMoTmaMepMoTmaNiNiNi
164539,000000000549553_00001,[0.33942345 0.27611399 0.10889513 0.27556742],['Tma' 'Mo' 'Mep' 'Ni'],NiTmaMepTmaNiMoTmaNiTmaMepTmaTmaNiTmaTmaTmaNiTmaMepNiMoTmaNiNiTmaTmaNiMepNiMoTmaTmaMepMoNiMoTmaMoNiMoMoNiMoMoMoMepNiMoMepTmaTmaNiTmaNiMepTmaTmaNiNiMoNiMoMoTmaTmaMoMoMoMoTma
165707,000000000583728_00001,[0.42423685 0.05647221 0.16703831 0.35225264],['Tma' 'Mo' 'Mep' 'Ni'],MepTmaTmaTmaNiMoTmaMepNiNiTmaNiTmaTmaTmaTmaTmaNiTmaNiNiTmaMepMoTmaTmaMepTmaTmaTmaMoNiNiTmaNiTmaNiNiMepNiMepTmaMoNiNiTmaTmaNiMepNiTmaNiMepTmaMepNiNiNiTmaNiTmaNiMepTmaTmaTmaNiMepTmaMep
167199,000000000628522_00001,[0.21207904 0.41405265 0.05103001 0.3228383 ],['Tma' 'Mo' 'Mep' 'Ni'],NiMoTmaNiNiTmaMoNiMoMoMepNiNiTmaNiTmaMoMoTmaMoMoMoNiNiMoMepMoNiTmaTmaMoNiMoMoMoMoMoTmaMoTmaNiNiMoMoMoNiNiNiNiNiTmaMoMoNiMoTmaTmaMoNiNiNiMepMoTmaMoTmaNiTmaMoMo
168997,000000000682992_00001,[0.30518256 0.33515064 0.22029713 0.13936967],['Tma' 'Mo' 'Mep' 'Ni'],MoMepTmaNiMoMepMoMoMoMoMepTmaMoMepMoMoMepTmaTmaMepMepMoMoMoMepMepMepMoMoTmaTmaNiTmaTmaMepMepNiTmaTmaNiTmaTmaTmaTmaTmaMepMoMoMoMoNiMoTmaNiTmaMepNiMoNiTmaMoNiTmaMoMepTmaNiMoTmaMo
169348,000000000693342_00001,[0.14239221 0.57337399 0.15417949 0.13005432],['Tma' 'Mo' 'Mep' 'Ni'],MoMepNiMepMoMoMoMoMoMepMepTmaMoTmaTmaMoTmaMoMoMepMepTmaMepMoMoNiMoMoTmaMoMoNiMoMepMoMoMoNiMoMoTmaMoMoTmaMoMoMoTmaMoMoMoNiNiMoMoMepNiNiMoNiMoMoMoMoMepMoMepMoTmaMo
172760,000000003163374_00001,[0.17850665 0.52276135 0.10308454 0.19564746],['Tma' 'Mo' 'Mep' 'Ni'],MoNiMepMoMepTmaMoNiMoNiMepMoMoNiMoTmaMoMoMoTmaMoMoMoMoMoMoTmaMoNiMoTmaMoTmaNiTmaMoTmaNiMoMoMoMoMoNiMoMepMoMoMepMepNiMoMoNiTmaTmaMoNiTmaMepNiMoMoMoMoNiMoTmaMoNi
177298,000000003651247_00001,[0.21765586 0.53117568 0.05237189 0.19879658],['Tma' 'Mo' 'Mep' 'Ni'],MepNiMoMoMepMoNiNiNiTmaTmaTmaMoNiTmaMoMoMoMoMoTmaMoNiNiMoMoMoMepMoMoNiMoMoMoNiTmaMoNiMoMoMoTmaNiMoTmaMoNiMoTmaTmaTmaTmaMepMoMoMoTmaMoMoMoMoNiMoTmaMoMoTmaNiMoMo
177790,000000003704801_00001,[0.17609876 0.51570977 0.05084701 0.25734446],['Tma' 'Mo' 'Mep' 'Ni'],MoMoMoMoNiMoNiTmaNiMoNiNiMoTmaMoMoMoMoTmaTmaMoNiTmaNiNiMoMepMoNiMepTmaMoMoNiMoTmaMoNiNiMoMoTmaMoMoMoMoTmaMoMoTmaNiNiMoNiMoNiMoMoMoNiMoMoTmaTmaMoNiMepMoMoMep
179141,000000003861924_00001,[0.39516558 0.28931316 0.17115102 0.14437023],['Tma' 'Mo' 'Mep' 'Ni'],MoMepMepTmaTmaTmaNiTmaTmaMepNiMepTmaTmaMepTmaMepNiMepNiTmaTmaNiTmaMoMoNiMepTmaMoMoNiMoTmaNiTmaMoTmaMepMepTmaTmaMoTmaTmaMoMoMoMoTmaMepMoMoTmaMoTmaTmaMoNiMoTmaMoNiMoTmaMepMoTmaTmaTma
180232,000000003982993_00001,[0.34952061 0.28432782 0.22426908 0.1418825 ],['Tma' 'Mo' 'Mep' 'Ni'],NiMepMepTmaMepMepTmaMepMoMoTmaMepNiMoMepTmaTmaMepTmaMoMepTmaTmaTmaMepTmaMepMoTmaNiTmaTmaMepTmaMoMoMepMoTmaTmaNiMoMepMoMoMoTmaTmaTmaTmaTmaMepTmaMoMepMoNiMoNiTmaNiNiMoMoMoNiMoTmaNiMo
181064,000000004068740_00001,[0.13521596 0.44548136 0.04880306 0.37049961],['Tma' 'Mo' 'Mep' 'Ni'],MepTmaNiMoNiMoMoNiMoNiMoNiMoMoNiTmaNiNiMoMoTmaMoTmaTmaMoNiNiNiMoMepNiMoMoMoNiNiMoMoMoMoMoMoNiMoNiTmaNiMoMoMoMoNiMoNiMoTmaNiNiNiNiMepTmaNiMoMoTmaMoNiTmaNi
186979,000000004720307_00001,[0.39580861 0.17387036 0.28571587 0.14460516],['Tma' 'Mo' 'Mep' 'Ni'],NiTmaMoNiMoMepMepMepTmaMepMepTmaTmaTmaMepMoNiMoMoTmaTmaTmaMoTmaMepMepMepTmaNiNiTmaMoTmaTmaTmaMepMoMepTmaMepMepMepTmaMepMepMoMoTmaTmaMoTmaTmaMepTmaTmaTmaNiMepNiNiMepTmaTmaMepMoNiNiTmaTmaTma
188569,000000004891591_00001,[0.28875967 0.21141005 0.10422111 0.39560917],['Tma' 'Mo' 'Mep' 'Ni'],NiMoTmaTmaMoNiTmaMoTmaNiTmaTmaNiNiNiMoNiTmaNiMoMoMepNiNiNiMoMepTmaMoNiMoTmaNiNiTmaNiNiNiMepTmaNiTmaNiNiTmaMoMoTmaTmaTmaTmaMoMoNiTmaMepNiNiMoNiMepMoMepTmaTmaNiNiNiMepNi
231187,000000006792057_00001,[0.12522413 0.06112035 0.48209862 0.14122473 0.08056359 0.10976859],['Tma' 'Mo' 'Mep' 'Oct' 'Olam' 'Bmam'],TmaBmamMepMepMepTmaMepMepMepMepMepOlamMepMoMoMepMepTmaMepMepBmamMepMepMepOctMepMepOctTmaMepMepMepBmamMepMepBmamMepMepBmamOlamMepBmamTmaOlamMepMoOctMepTmaOctOlamMepOctTmaOlamMepBmamOctTmaOctMepOctMepMepOctMoBmamTmaOctMep
236319,000000001322725_00001,[0.17162111 0.12564922 0.49554129 0.04838753 0.11041332 0.04838753],['Tma' 'Mo' 'Mep' 'Oct' 'Olam' 'Tmb'],TmaMepOlamMepMepTmaMepMoMepMepMepOctOlamMepOlamMepMoMepMepMepTmaOlamMepMepOlamMepMepMoMepOlamTmaMepMoTmaTmbOctTmaTmaMepTmbMoMoMepMepMepMepMepMepTmaMepTmbMepMepTmaMepOlamMepTmaMepTmaMoMoMepMepMepMoOlamTmaMepOct
238990,000000006849177_00001,[0.08382903 0.06137387 0.6051229  0.04727017 0.10786368 0.09454034],['Tma' 'Mo' 'Mep' 'Oct' 'Olam' 'Tmb'],TmaMepMepOlamTmbMepMepOlamMepMepMepMepTmbMepMepMepMoMepMepMepOlamMepOlamMepMepMoMepTmaOctMepTmaMepOlamTmbMepOctMepMepTmbMepMepMepMepMepMepMepMepMepMepMepMepMoMepTmbOctMoTmaMepMepMepTmaTmaMepOlamTmbTmbMepOlamOlamMep
239149,000000006849596_00001,[0.08104059 0.11866474 0.58499444 0.0456978  0.07820682 0.09139561],['Tma' 'Mo' 'Mep' 'Oct' 'Olam' 'Tmb'],TmaMepMoMepMepTmaOlamMepTmaMepMepMepMepMoTmbMoMepMepMepMepMepMoMepTmbTmbMepMepOctTmaMepMepOctMepMepMepMepOlamTmbMepMepMoOlamMepMepOlamMoOctMepMepMepMepMoTmaMepMepMepOlamMepTmaMepTmbMepMepMepMepTmbMepOlamMoMep
256823,000000003532175_00001,[0.12467148 0.54765549 0.05999637 0.18746862 0.08020804],['Tma' 'Mo' 'Mep' 'Oct' 'Olam'],MoMoMoOctOlamMoOctMoOlamMoMoOctMoOctMoTmaMoTmaMoTmaMepMoMoOctOlamMoMoMoOctOlamMoMoTmaMepMoMoMoTmaOctTmaMoMoMoMoMoOctTmaMoOctMoMoOctTmaMoMepOctMoMoOlamMoMoOctMoMoOlamMoMepMoTmaOct
258415,000000004548759_00001,[0.08722064 0.19157092 0.50368426 0.04918266 0.16834153],['Tma' 'Mo' 'Mep' 'Oct' 'Olam'],MoTmaOlamMepMepMepMepMepMepMepTmaMepMoOctMepOlamOctOlamTmaMepOctMepMepMepMepOctOlamMepMoMepMepOlamMepMepOlamMepMepOlamMepMepMoMoMoTmaMepOlamMepMoMoOlamMepMoMepMepOlamMepOlamMepMoTmaMepMoMoMoMepTmaMepMepOlamMep
271458,000000000419048_00001,[0.28016984 0.46884836 0.11556663 0.04513839 0.09027678],['Tma' 'Mo' 'Mep' 'Oct' 'Tmb'],MoMoMoTmaMepMoTmaTmaMepMoMoMepMoMoTmaMepMoMoTmbTmaMepTmbMoMoTmaMoTmaTmaTmaMepMoTmaMoTmaOctOctMoTmaMepMoTmbMoMoMoMoTmbMoTmaMoTmaTmaTmaTmaMoTmaOctMepMoMoMoMoMoTmaMoTmaTmbMoTmbMoMo
302705,000000000702427_00001,[0.52127286 0.31803355 0.06271378 0.09797981],['Tma' 'Mo' 'Mep' 'Oct'],MoTmaTmaTmaTmaTmaOctOctMoTmaMoMoMoTmaTmaTmaTmaTmaMepOctMoTmaMepMoTmaMoMoMoTmaTmaTmaTmaTmaTmaMoMoMoOctTmaTmaMoTmaMepTmaTmaTmaTmaMoTmaTmaTmaMoTmaTmaMoTmaMoOctMoTmaOctTmaMoTmaTmaMepMoTmaOctMo
319228,000000005636666_00001,[0.41827025 0.30622881 0.18115793 0.094343  ],['Tma' 'Mo' 'Mep' 'Oct'],TmaTmaOctMoMoMoMepTmaMepTmaTmaOctTmaMoMoMepTmaMoMoTmaTmaTmaMoMepTmaMoMepMoTmaMepTmaMoTmaMepOctMoOctTmaTmaTmaTmaTmaMoOctMoMepOctTmaTmaTmaTmaTmaMepMepTmaTmaMoMoMepMoTmaMoMepMoMoMepTmaOctMoTma
322023,000000006541821_00001,[0.52220544 0.19116152 0.18847794 0.0981551 ],['Tma' 'Mo' 'Mep' 'Oct'],TmaTmaMoMepMepOctMepTmaMoTmaMoMepMepOctMoOctOctTmaTmaTmaTmaTmaMepTmaTmaTmaTmaMoTmaMoMepMoTmaMepTmaTmaMoTmaTmaMoTmaTmaMepTmaTmaMepTmaOctTmaTmaMoMepMepTmaTmaMoTmaOctTmaOctTmaTmaMepTmaTmaTmaMoMoTmaTma
342564,000000001266716_00001,[0.53513024 0.19589285 0.06438095 0.0286899  0.17590607],['Tma' 'Mo' 'Mep' 'Olam' 'Bmam'],TmaTmaMoTmaTmaTmaBmamTmaTmaTmaMoMoOlamTmaBmamTmaTmaMepMoMoTmaTmaTmaMoTmaBmamMoMepTmaBmamMepBmamTmaMoTmaBmamMoBmamMoTmaOlamTmaTmaMepMoTmaTmaBmamTmaMepBmamTmaTmaTmaMoMoTmaBmamTmaTmaTmaBmamTmaTmaBmamTmaTmaTmaTmaMo
355359,000000006608192_00001,[0.11921906 0.34913612 0.11474495 0.05113346 0.36576641],['Tma' 'Mo' 'Mep' 'Olam' 'Bmam'],TmaTmaMepMoMoMepBmamBmamMoBmamBmamBmamMoMoBmamOlamMoBmamMoBmamMepMoTmaMoBmamBmamBmamBmamBmamMoBmamMepBmamTmaMoTmaBmamBmamMoTmaBmamBmamMepMoBmamMoBmamOlamMoBmamBmamMoTmaMepMoMoBmamMoMoTmaMepMoBmamMoMepMoOlamMoOlamBmam
356824,000000006653205_00001,[0.38634695 0.43999941 0.06197465 0.05523518 0.05644381],['Tma' 'Mo' 'Mep' 'Olam' 'Bmam'],MoTmaMoMoMoTmaTmaMoBmamTmaMoTmaTmaMoTmaMoMoMepMoBmamMoTmaBmamMoMoTmaTmaMepMoTmaMoTmaTmaMepTmaMoTmaMoOlamTmaMoTmaBmamTmaMoMoOlamMoTmaMoMoTmaOlamMoTmaMoTmaMepMoTmaMoTmaMoMoTmaMoTmaOlamMoTma
401696,000000001365245_00001,[0.54570098 0.13317495 0.26261081 0.05851325],['Tma' 'Mo' 'Mep' 'Olam'],MoTmaTmaMepOlamMepMoTmaMoOlamTmaMepTmaTmaTmaOlamMoMepMoTmaTmaTmaTmaOlamTmaMepMoTmaMepMoMepTmaMepTmaTmaTmaTmaMepTmaTmaTmaMoMepTmaTmaMepTmaTmaTmaTmaTmaMepTmaMepTmaMepMepMoTmaTmaTmaMepMepTmaTmaMepTmaTmaTmaMep
401797,000000003175863_00001,[0.12710287 0.18611202 0.55049798 0.13628713],['Tma' 'Mo' 'Mep' 'Olam'],TmaMoMepMepMepTmaMepMepMoOlamMepOlamOlamMoTmaMepMepMepMepMepMoMepMepTmaMepMepOlamMepMoMepMoMepMepMepMepTmaOlamOlamTmaMepMoMepMepMepMoMoMepMoMepMepOlamOlamMepMepMepMoMepOlamTmaMoMoMepTmaMepOlamMepMepMepTmaMep
402721,000000003345619_00001,[0.12666163 0.43275384 0.30477052 0.13581401],['Tma' 'Mo' 'Mep' 'Olam'],TmaMoMoTmaTmaMepMepMepTmaMoOlamMoMoMoTmaMoMepMepOlamMoMepMepOlamMoMoOlamMepMoMepMoOlamMoMepMoMoMoTmaMepMoMepTmaOlamTmaMepMoMoMepMepOlamOlamMoMoMoMoMoMoMoMoMepOlamMepTmaMepMepMepMepMoMoMoOlam
413138,000000006653507_00001,[0.38422188 0.43757923 0.12326753 0.05493136],['Tma' 'Mo' 'Mep' 'Olam'],MoTmaTmaMoTmaTmaTmaMoTmaMoMoMoTmaMoTmaOlamTmaTmaTmaTmaMoTmaMoTmaTmaTmaMoMoMepMoTmaMoMoOlamMoMoMoMepMoMepMoTmaMoTmaMepOlamMoMoMoTmaMepTmaMoMoMoTmaTmaMepOlamMepTmaMoMoTmaMepMoMoTmaMoTma
421261,000000005349604_00001,[0.14958034 0.38329365 0.10797511 0.05252387 0.06077951 0.24584752],['Tma' 'Mo' 'Mep' 'Phe' 'Bam' 'Bmam'],TmaMoTmaPheBmamPheMoBmamMoMoBmamBmamMoBmamMepMoBmamBmamBmamPhePheMepBamMoMoTmaMoMoMoMepBamMoMoTmaMoMoBmamMoBmamTmaBmamMoTmaMoTmaTmaMepMoMepBmamTmaMoMoBmamMoBmamMepMoTmaBmamBmamBamMepMoMoBamMepBmamMoMo
449061,000000005459451_00001,[0.52295485 0.06381195 0.06291614 0.06121039 0.14166273 0.14744394],['Tma' 'Mo' 'Mep' 'Phe' 'Bam' 'Tmb'],TmaTmaBamTmaTmaTmaTmbTmaTmbTmbPheTmaTmaTmbBamTmaMepTmaTmaMoBamBamMoBamTmaBamTmaTmaMepMoMepTmaTmaMoTmbTmaTmaTmaTmaTmaTmaBamTmaTmbBamBamPheTmbTmaBamTmbTmbTmaMepTmaTmaTmaTmbTmaPhePheTmaTmaTmaTmaTmaTmaMoTmaTma
453141,000000000463383_00001,[0.31186684 0.51373693 0.05628055 0.0547547  0.06336098],['Tma' 'Mo' 'Mep' 'Phe' 'Bam'],MoMepMoBamTmaTmaBamMoMoMoPheTmaMoPheMoTmaTmaMoMoBamTmaMoMoTmaMepMepMoMoTmaPheMoMoTmaMoBamMoPheTmaMoMoMoMoMoTmaTmaTmaMoMoTmaMoMoMoTmaMoTmaMoMoMoTmaMepMoTmaMoTmaTmaTmaMoTmaMoMo
470831,000000004970001_00001,[0.49469073 0.06036311 0.11903143 0.05790215 0.26801258],['Tma' 'Mo' 'Mep' 'Phe' 'Bam'],TmaTmaTmaMepMepMepBamPheTmaTmaBamTmaTmaMoMepBamMepTmaTmaTmaTmaTmaTmaTmaTmaBamTmaMepTmaTmaTmaPhePhePheBamBamTmaTmaTmaBamBamBamTmaTmaBamTmaBamTmaBamMoTmaBamBamMepTmaBamTmaMoMepTmaBamBamBamTmaMoTmaTmaTmaTmaBam
477421,000000005401406_00001,[0.61385471 0.12840639 0.06330189 0.12317136 0.07126565],['Tma' 'Mo' 'Mep' 'Phe' 'Bam'],MepMoTmaMepTmaTmaTmaTmaPheMoPheBamTmaTmaPhePheMoMoTmaPheTmaPheTmaTmaMepMoTmaBamTmaTmaMoTmaPheTmaTmaTmaTmaTmaMepMoTmaTmaBamTmaTmaTmaTmaTmaMoMoTmaTmaTmaTmaTmaTmaTmaTmaTmaBamTmaTmaTmaTmaTmaPhePheBamTmaTma
483640,000000001035693_00001,[0.4399367  0.1288366  0.06351398 0.06179202 0.05784576 0.24807495],['Tma' 'Mo' 'Mep' 'Phe' 'Bmam' 'Tmb'],TmaTmaMoTmaTmaTmaTmaTmbTmaTmbPheTmbTmbTmbPheTmaTmaMoTmaTmaBmamTmaTmaMoTmaTmbMoMepTmbTmaBmamBmamTmbTmaMoTmaTmaTmbTmaTmbTmaTmaMepMepBmamMepTmaMoMoTmaTmbPheTmbTmbPheTmaTmbTmbTmaTmaMepMoTmaMoTmaTmaTmbTmaTmbTma
490169,000000000366301_00001,[0.46747782 0.12445645 0.06135465 0.17907369 0.16763739],['Tma' 'Mo' 'Mep' 'Phe' 'Bmam'],TmaMepTmaBmamPheBmamMepTmaMoTmaMoMepBmamMoTmaTmaTmaBmamBmamMepPheMoTmaTmaPheBmamBmamPheTmaTmaTmaBmamMoPheBmamPheTmaTmaTmaTmaPhePheBmamMoPhePheTmaBmamTmaTmaMoMoTmaTmaTmaTmaTmaTmaMoTmaTmaBmamTmaTmaPheTmaTmaTmaTmaPhe
494307,000000000849647_00001,[0.31568764 0.52003093 0.05697007 0.05542552 0.05188585],['Tma' 'Mo' 'Mep' 'Phe' 'Bmam'],MoMepMoMoMoTmaMoTmaMoMepMoMoMoMoPheBmamTmaBmamTmaMoMepTmaTmaTmaMoTmaMoMoMoTmaTmaTmaMoPheBmamMoTmaMepTmaTmaMoMoMoMoMoTmaMoMoMoMoMoMoTmaTmaTmaMoBmamPheMoTmaTmaMoMoMoTmaPheMoTmaMoMo
496674,000000000919195_00001,[0.41201332 0.12065917 0.29741331 0.11573999 0.05417421],['Tma' 'Mo' 'Mep' 'Phe' 'Bmam'],TmaTmaTmaTmaTmaBmamPheBmamTmaTmaMepTmaMoBmamPheMepMepTmaMoMoBmamTmaPheMoTmaTmaMepMepMoMepMepTmaMepTmaMepMepTmaTmaMepMepTmaTmaTmaTmaMepMepTmaTmaMoTmaPhePheTmaMepTmaPheMepTmaMepTmaMoMoPhePheMepMepMepMepTmaTma
498843,000000000969406_00001,[0.41504748 0.24309546 0.11984141 0.05829616 0.16371948],['Tma' 'Mo' 'Mep' 'Phe' 'Bmam'],TmaMepMepMoTmaMoPheTmaMepTmaMoTmaBmamTmaTmaMoTmaTmaTmaPheBmamTmaTmaTmaMoMoMoMoMoTmaMepMoMepTmaBmamBmamBmamTmaPheBmamTmaMoTmaBmamBmamBmamMoMoMepMoBmamTmaTmaTmaMoMoBmamTmaTmaMoBmamMepTmaTmaTmaPheMepTmaTmaTma
505256,000000003372093_00001,[0.36661738 0.23858855 0.0588098  0.22886149 0.10712278],['Tma' 'Mo' 'Mep' 'Phe' 'Bmam'],TmaTmaMepBmamPhePheBmamTmaMoPheBmamMepTmaPhePhePhePheTmaTmaMoPheTmaPheMoTmaTmaMoMoPheTmaPheMepBmamPhePhePheTmaMoTmaTmaTmaMoTmaPheTmaTmaTmaBmamTmaMoMoMoMoTmaTmaTmaMoMoMoMepPheTmaMoTmaBmamMoTmaTmaBmamMo
518584,000000005827884_00001,[0.62539158 0.06540984 0.12898319 0.06274313 0.11747226],['Tma' 'Mo' 'Mep' 'Phe' 'Bmam'],BmamTmaMepMoMepBmamTmaTmaTmaTmaMepBmamTmaTmaBmamPheBmamMepMoTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaMoTmaPheMepTmaMepTmaTmaTmaTmaPheTmaTmaTmaTmaTmaTmaMepTmaTmaTmaTmaBmamMepTmaPheTmaTmaBmamTmaMoTmaTmaBmamMepTma
545681,000000000825084_00001,[0.17122915 0.12536225 0.37080715 0.12025134 0.18480983 0.02754029],['Tma' 'Mo' 'Mep' 'Phe' 'Do' 'Olam'],TmaMepMepPheMepDoPheMepTmaMepTmaPheDoMepTmaMepMepDoMoPheTmaMepMepMoMepTmaMepMepMepDoMoDoMoTmaTmaDoPheDoOlamMepMepMepMoMepMoMepDoMoMoMepPheDoOlamTmaDoMoTmaMepMepPheTmaDoMepDoDoTmaMepMepMepPhe
591834,000000000961198_00001,[0.14890885 0.65412515 0.0537452  0.05228808 0.04198394 0.04894878],['Tma' 'Mo' 'Mep' 'Phe' 'Oct' 'Bmam'],MoTmaMoBmamTmaTmaMoMoTmaTmaMoMoOctMoMepMoOctMoBmamMoMoMoPheMoMepMoMoMoMoMoOctMoMoTmaMoMoMoMoMoMoTmaMoTmaMoMepMoMepMoMoMoTmaMoMoMoTmaMoMoMoPheMoMoPheBmamMoMoPheMoMoMoMo
593916,000000000970466_00001,[0.52565605 0.06414156 0.12648224 0.06152656 0.04940184 0.17279175],['Tma' 'Mo' 'Mep' 'Phe' 'Oct' 'Bmam'],TmaMoOctMepMepPheMoBmamTmaBmamTmaMoTmaTmaMepTmaTmaTmaTmaTmaBmamPheBmamTmaTmaBmamMepTmaTmaBmamTmaPheMepTmaTmaTmaBmamMoTmaOctTmaTmaMepOctMepBmamTmaTmaTmaMepTmaTmaTmaTmaTmaBmamTmaTmaBmamTmaBmamBmamTmaPheTmaTmaTmaMepMoTma
610841,000000000987458_00001,[0.6452843  0.06749042 0.06654297 0.06473889 0.10396228 0.05198114],['Tma' 'Mo' 'Mep' 'Phe' 'Oct' 'Tmb'],TmaTmbMoTmaTmaOctTmaTmaMepMoPheOctTmaTmaTmaTmaTmaTmaOctTmbTmaPheMepPheMoTmaTmaPheTmaTmaTmbTmaTmaTmaTmaTmaTmaOctTmaOctTmaTmaTmaTmaTmaTmaTmaMepMepTmaTmaMoTmaTmaTmbTmaMoTmaTmaTmaTmaMepTmaTmaTmaTmaTmaOctOctTma
637700,000000005274780_00001,[0.57286005 0.06452444 0.12723726 0.1856815  0.04969674],['Tma' 'Mo' 'Mep' 'Phe' 'Oct'],TmaPheTmaMepOctTmaPheTmaTmaMepMepPheTmaMepTmaMoTmaPhePheTmaTmaMepTmaTmaTmaTmaTmaTmaPheTmaPheTmaTmaMoTmaTmaTmaTmaTmaTmaTmaMoPheTmaTmaMepTmaTmaOctTmaTmaMepMoMepPheTmaMoPhePheTmaTmaTmaPheOctTmaTmaPheTmaMepTma
26854,000000000950468_00001,[0.34927108 0.06392809 0.44121454 0.06132179 0.0842645 ],['Tma' 'Mo' 'Mep' 'Phe' 'Olam'],TmaTmaMepMepMepMepMepOlamTmaTmaMepMepMepOlamTmaMepMoOlamTmaMepTmaMepTmaMepTmaPheTmaPheMoMepTmaTmaMepPheMepTmaMepMepOlamMepTmaTmaMepTmaTmaPheMepTmaMepMepMepTmaMepTmaMoMepMepMepMoMoMepTmaTmaTmaMepTmaOlamMepOlamMep
49816,000000000534265_00001,[0.46999341 0.25025234 0.12336961 0.06001244 0.0963722 ],['Tma' 'Mo' 'Mep' 'Phe' 'Tmb'],TmbTmaTmaTmaTmaMepMoTmaMoMoTmaTmaPheTmaMepTmaMepMepTmbMoPheTmaTmbTmaTmaMoMepTmaMoMoTmaTmbTmaTmaTmaMoTmaTmaMepTmaMoTmbMoTmaTmaTmaMoTmaTmaMoTmaMepTmaMoTmaMoTmaTmbTmbPheTmaTmaMoMepMepTmaPheMoMoTma
