ID,sequence,immunogenic
SID79,TmaNiTmaNiNiNiNiTmaNiTmaNiTmaTmaNiTmaNiTmaTmaMoNiTmaNiNiNiMoMoTmaTmaTmaNiNiNiTmaMoNiNiNiNiTmaMoNiTmaTmaTmaMoTmaMoNiNiNiTmaNiNiMoNiMoMoNiTmaNiTmaNiTmaNiTmaTmaNiNiTmaTma,No
SID80,TmaTmaTmaTmaNiNiTmaNiTmaNiTmaNiNiNiTmaTmaNiNiNiNiNiMoTmaTmaTmaTmaTmaNiNiNiTmaTmaNiNiNiTmaNiNiNiNiTmaMoNiNiNiTmaTmaNiTmaNiTmaTmaTmaTmaNiNiMoTmaNiTmaNiTmaNiTmaTmaTmaNiMoTmaTma,No
SID81,NiTmaMoNiNiMoTmaTmaMoNiTmaNiTmaNiTmaTmaMoNiNiNiMoNiNiNiNiTmaNiNiMoNiNiTmaTmaTmaNiTmaNiNiNiNiNiNiMoNiNiNiNiNiNiNiTmaTmaNiNiTmaTmaMoNiNiTmaMoNiNiNiNiMoNiTmaTmaTma,No
SID82,TmaNiNiTmaNiNiTmaTmaTmaNiTmaTmaNiNiTmaNiNiTmaNiNiTmaTmaNiMoMoNiTmaMoMoNiNiTmaNiTmaNiNiTmaNiTmaNiNiTmaTmaTmaTmaTmaMoNiNiTmaNiTmaNiTmaNiTmaNiNiTmaTmaTmaTmaTmaTmaNiMoTmaNiTmaTma,No
SID83,TmaTmaNiMoTmaTmaTmaNiTmaNiTmaNiTmaTmaNiNiNiNiTmaMoNiTmaMoTmaTmaNiTmaNiTmaMoTmaMoNiTmaNiTmaNiTmaTmaNiMoTmaTmaTmaNiMoTmaNiMoNiTmaTmaNiTmaTmaTmaNiNiNiNiNiNiTmaTmaNiTmaMoTmaNiTma,No
SID84,TmaNiNiTmaNiNiNiNiNiNiTmaTmaTmaTmaTmaNiTmaNiTmaNiNiNiTmaNiTmaTmaNiNiMoNiTmaNiNiNiTmaTmaNiNiTmaNiTmaTmaNiTmaNiNiNiTmaNiTmaTmaNiNiMoTmaNiTmaMoMoTmaTmaTmaTmaTmaNiNiNiNiMoNi,No
SID85,MoNiNiTmaTmaNiNiTmaNiMoTmaNiTmaNiNiTmaTmaNiNiMoNiMoTmaNiMoTmaTmaTmaNiNiNiMoTmaTmaTmaNiNiNiNiMoNiMoTmaNiNiNiTmaMoTmaNiTmaNiTmaNiNiTmaMoNiNiTmaNiNiNiTmaTmaNiNiTmaTmaNi,No
SID86,TmaTmaTmaTmaNiMoTmaTmaNiTmaTmaTmaTmaNiTmaNiTmaTmaTmaNiNiNiTmaTmaTmaTmaMoNiNiTmaNiNiMoTmaTmaNiNiNiTmaNiNiNiNiNiNiTmaTmaNiTmaNiNiTmaTmaTmaNiTmaNiMoTmaTmaNiTmaTmaTmaTmaNiTmaNiMoNi,No
SID87,TmaNiNiTmaNiNiNiNiTmaNiTmaTmaTmaNiNiTmaNiNiTmaTmaNiTmaNiTmaTmaTmaTmaNiTmaNiNiNiTmaNiTmaTmaMoMoTmaTmaTmaMoTmaTmaNiNiTmaTmaTmaMoNiNiTmaNiMoNiTmaNiNiNiNiNiNiNiMoMoNiMoNiTma,No
SID88,TmaTmaTmaNiNiTmaNiTmaNiNiNiNiTmaTmaTmaNiNiTmaTmaNiTmaNiTmaNiNiTmaNiNiNiTmaTmaTmaNiMoTmaNiNiTmaNiNiNiTmaNiNiNiTmaTmaMoNiNiTmaNiNiTmaNiTmaTmaTmaNiNiNiNiTmaTmaTmaNiNiNiTmaTma,No
SID89,TmaTmaNiNiNiTmaTmaTmaNiTmaNiTmaMoNiTmaNiMoTmaNiTmaTmaTmaTmaNiNiTmaTmaNiNiTmaNiNiNiNiTmaTmaTmaMoNiTmaTmaTmaMoNiTmaTmaTmaNiNiNiNiMoNiMoTmaNiTmaMoTmaTmaTmaTmaNiNiMoNiNiTmaNiNi,No
SID90,NiNiNiTmaNiTmaMoTmaNiNiTmaMoNiNiTmaNiNiTmaTmaNiNiTmaMoMoNiTmaNiNiTmaNiNiNiTmaMoTmaNiTmaNiTmaNiNiTmaNiMoNiTmaNiNiTmaMoNiNiNiTmaTmaNiMoTmaTmaTmaTmaTmaMoNiTmaNiTmaTmaMoMo,No
SID91,MoNiNiMoNiTmaTmaNiNiNiTmaTmaNiTmaMoTmaNiTmaTmaNiTmaTmaTmaNiTmaTmaTmaNiTmaNiMoTmaTmaNiNiNiTmaTmaTmaNiNiTmaTmaMoMoTmaNiTmaNiNiNiMoNiNiTmaNiTmaNiTmaNiMoNiNiNiTmaMoMoNiNiNi,No
SID92,NiNiMoNiTmaNiTmaNiTmaTmaTmaMoTmaMoTmaTmaNiNiNiNiTmaTmaMoNiNiNiTmaNiNiTmaTmaTmaTmaNiNiTmaNiNiTmaTmaTmaMoMoTmaNiNiNiNiTmaNiTmaNiTmaNiMoTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiNiNiNiTma,No
SID93,MoNiTmaTmaTmaTmaMoMoTmaTmaNiNiNiTmaNiNiNiTmaNiNiMoTmaTmaTmaNiTmaTmaTmaNiNiNiNiTmaTmaTmaNiTmaNiTmaNiTmaTmaTmaTmaNiTmaTmaMoNiTmaNiTmaNiNiTmaTmaNiNiMoTmaTmaTmaNiTmaMoTmaTmaNiTmaNi,No
SID94,MoTmaTmaNiTmaNiMoNiTmaNiMoTmaNiNiTmaMoTmaTmaTmaMoMoTmaNiTmaNiNiMoTmaNiTmaNiNiNiNiNiNiNiNiTmaNiMoTmaNiMoMoTmaNiNiTmaTmaNiTmaNiTmaMoTmaTmaNiMoNiTmaNiNiNiNiTmaNiNiNiTma,No
SID95,TmaTmaNiTmaNiTmaTmaMoNiTmaTmaTmaTmaNiNiNiTmaTmaTmaNiNiNiTmaNiNiTmaNiNiNiMoTmaTmaTmaNiNiNiTmaTmaTmaTmaTmaNiTmaTmaTmaTmaNiNiMoTmaTmaTmaNiTmaNiTmaMoMoNiTmaNiNiTmaTmaMoTmaMoNiTmaNi,No
SID96,NiMoNiNiTmaTmaNiMoTmaTmaTmaMoTmaMoTmaTmaNiTmaNiTmaNiNiNiNiTmaTmaMoTmaNiTmaNiTmaNiNiNiNiTmaNiNiNiTmaTmaMoTmaTmaTmaNiNiNiNiTmaNiTmaMoNiTmaNiTmaTmaNiMoTmaTmaTmaNiNiTmaTmaNiNi,No
SID97,TmaMoTmaTmaTmaNiMoNiNiMoNiTmaTmaNiTmaTmaTmaNiNiNiNiNiMoNiNiNiNiNiTmaMoNiTmaNiTmaTmaTmaNiMoTmaNiNiNiNiNiNiMoNiTmaMoTmaTmaTmaNiNiNiNiTmaNiNiNiTmaTmaNiNiTmaTmaTmaMoNiNi,No
SID98,TmaTmaNiTmaNiNiNiMoTmaNiNiMoNiNiNiNiNiNiTmaTmaTmaNiTmaTmaNiTmaTmaNiTmaTmaNiTmaNiTmaTmaNiTmaTmaNiTmaNiTmaTmaNiNiNiNiMoNiNiNiTmaNiNiTmaNiTmaTmaTmaTmaNiTmaTmaNiNiMoNiNiTmaTma,No
SID99,NiNiNiMoTmaNiTmaTmaNiTmaTmaNiMoNiNiTmaMoNiTmaTmaMoTmaNiTmaNiMoTmaTmaMoMoTmaNiTmaNiNiNiTmaNiTmaNiTmaTmaNiTmaTmaTmaTmaNiMoTmaTmaMoTmaNiTmaNiNiNiMoNiTmaTmaTmaTmaTmaTmaNiTmaNiTma,No
SID100,TmaNiNiMoTmaNiNiMoNiTmaNiTmaTmaTmaMoNiTmaTmaNiNiTmaNiNiNiNiNiMoTmaTmaTmaMoTmaNiTmaNiMoTmaTmaMoNiTmaTmaTmaNiTmaNiMoTmaMoTmaNiNiTmaMoTmaTmaTmaMoMoMoNiTmaTmaTmaTmaNiNiNiTmaNi,No
SID101,NiMoTmaNiMoTmaNiTmaMoMoNiTmaTmaMoNiNiNiNiNiNiTmaNiNiTmaTmaNiNiNiNiMoTmaTmaTmaNiTmaTmaTmaTmaTmaNiMoNiNiNiTmaTmaTmaNiNiTmaNiTmaTmaNiNiNiMoNiMoTmaTmaNiTmaNiNiNiTmaTmaTmaNi,No
SID102,NiTmaTmaMoTmaTmaTmaNiTmaNiTmaNiNiMoNiTmaNiNiTmaNiTmaNiNiNiTmaNiMoNiTmaTmaTmaNiMoTmaNiNiTmaNiNiNiTmaNiMoNiNiTmaTmaTmaNiNiNiNiTmaTmaMoMoTmaMoNiTmaTmaNiTmaMoTmaTmaNiNiNiNi,No
SID103,TmaTmaTmaNiNiTmaMoNiMoTmaTmaMoMoMoTmaMoTmaMoNiTmaTmaTmaTmaTmaMoTmaNiTmaNiTmaNiTmaNiNiTmaNiNiNiMoTmaMoNiNiNiMoNiMoNiNiTmaTmaNiTmaTmaTmaNiNiNiTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaMo,No
SID104,TmaNiNiTmaMoNiTmaNiTmaTmaNiTmaNiNiNiMoTmaTmaTmaNiTmaTmaTmaNiNiNiNiTmaNiTmaTmaNiNiNiTmaNiTmaTmaNiNiNiTmaNiTmaTmaNiNiTmaTmaNiNiNiNiTmaNiTmaTmaNiNiNiNiTmaNiNiTmaNiTmaMoTmaNi,No
SID105,TmaMoNiTmaNiTmaMoMoNiTmaNiNiTmaMoTmaNiTmaTmaTmaMoNiTmaNiMoTmaTmaTmaNiTmaTmaTmaTmaNiTmaTmaNiTmaNiTmaTmaTmaNiNiTmaNiTmaMoTmaNiTmaNiNiNiMoTmaTmaNiTmaNiNiNiNiNiNiNiNiNiTmaNiNi,No
SID106,TmaTmaTmaNiTmaTmaNiTmaTmaTmaNiNiNiNiTmaMoTmaTmaNiTmaNiTmaNiTmaTmaNiNiTmaNiNiMoTmaNiNiMoTmaNiNiNiNiTmaTmaTmaTmaTmaNiMoTmaTmaNiMoTmaTmaTmaTmaTmaMoNiTmaTmaMoTmaNiMoTmaMoTmaNiMoTma,No
SID107,NiNiTmaNiNiNiNiNiTmaNiTmaMoTmaTmaTmaNiNiNiNiTmaTmaNiNiMoTmaNiTmaNiNiMoNiTmaTmaNiTmaMoTmaTmaNiTmaNiTmaTmaNiMoNiNiMoTmaNiNiNiNiTmaNiTmaTmaTmaTmaNiMoNiTmaNiMoNiNiTmaNiNi,No
SID108,TmaMoTmaNiNiNiTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaNiNiMoNiTmaNiTmaNiNiTmaTmaTmaNiNiNiNiNiTmaTmaTmaTmaNiTmaNiNiTmaTmaTmaTmaNiNiNiNiNiTmaTmaTmaNiTmaTmaTmaMoTmaTmaTmaTmaNiMoNiTmaNiTmaTma,No
SID109,TmaTmaTmaTmaNiNiTmaTmaTmaMoNiNiNiMoTmaTmaNiNiNiTmaTmaTmaNiTmaNiTmaMoTmaNiNiTmaNiNiMoTmaTmaTmaNiNiNiTmaTmaTmaTmaNiNiTmaNiTmaNiTmaNiTmaTmaTmaTmaNiNiTmaTmaNiNiNiMoTmaTmaNiTmaTmaTma,No
SID110,TmaNiNiNiMoMoTmaTmaTmaMoNiTmaNiTmaNiNiTmaMoTmaTmaTmaNiNiMoMoNiNiTmaNiTmaTmaTmaTmaTmaTmaNiNiTmaTmaNiNiTmaTmaNiTmaMoTmaNiTmaNiTmaNiTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaNiNiTmaTmaTmaMoTma,No
SID111,TmaTmaNiTmaNiNiNiNiTmaTmaNiTmaMoTmaNiNiTmaTmaTmaNiTmaNiTmaTmaTmaTmaTmaTmaNiNiNiMoTmaNiTmaNiMoTmaMoNiNiNiTmaTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaNiNiNiNiTmaNiMoTmaTmaTmaNiNiTmaNi,No
SID112,MoTmaNiNiTmaNiTmaNiNiTmaMoTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaTmaNiTmaMoNiNiTmaNiNiNiTmaMoTmaNiNiMoTmaNiNiNiTmaMoTmaNiTmaNiMoNiTmaMoTmaTmaNiTmaNiTmaNiTmaTmaTmaMoNiTmaMoTmaTmaNiNi,No
SID113,TmaTmaNiTmaTmaNiTmaNiTmaTmaTmaNiNiNiMoNiNiNiTmaMoTmaTmaTmaNiNiTmaTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaNiTmaTmaNiNiTmaNiTmaTmaTmaNiMoTmaNiTmaNiTmaNiNiMoTmaTmaTmaTmaTmaTmaNiTmaTmaMoMoNi,No
SID114,TmaNiNiTmaNiTmaTmaTmaTmaMoTmaNiTmaMoNiNiTmaTmaNiMoNiTmaMoTmaTmaNiNiTmaTmaTmaNiNiNiNiTmaNiTmaNiTmaNiTmaNiTmaTmaMoTmaMoNiTmaNiNiTmaNiTmaTmaNiNiNiTmaTmaTmaNiTmaNiTmaTmaNiTmaTmaTma,No
SID115,NiTmaTmaNiTmaTmaTmaNiMoMoTmaTmaNiNiNiMoTmaTmaNiTmaNiNiTmaNiNiNiNiTmaTmaNiTmaTmaTmaTmaTmaMoNiTmaTmaNiMoNiNiNiNiTmaNiTmaMoTmaTmaNiTmaTmaNiNiNiTmaNiTmaTmaNiTmaTmaMoNiNiTmaTmaMo,No
SID116,MoNiMoNiTmaTmaTmaTmaTmaNiNiTmaNiTmaNiTmaNiTmaNiNiTmaNiTmaTmaTmaNiNiNiNiTmaTmaTmaTmaTmaTmaMoTmaTmaTmaMoTmaNiNiNiNiTmaTmaTmaNiNiTmaTmaNiTmaNiMoNiNiTmaNiTmaNiNiMoNiNiMoTmaNiTma,No
SID117,TmaTmaNiMoTmaNiMoTmaTmaTmaNiTmaTmaTmaNiNiNiMoNiMoTmaTmaNiTmaNiTmaNiTmaTmaTmaTmaTmaTmaTmaNiTmaNiNiTmaNiMoTmaTmaNiNiMoNiNiTmaMoTmaMoTmaTmaTmaMoTmaTmaTmaNiMoNiTmaTmaNiTmaNiTmaTmaNi,No
SID118,NiNiTmaMoNiNiTmaNiTmaTmaNiTmaTmaTmaNiTmaTmaTmaMoNiTmaNiTmaNiNiTmaTmaMoTmaTmaMoMoTmaTmaNiNiNiTmaNiTmaTmaTmaNiTmaNiTmaMoTmaNiTmaNiTmaNiMoNiMoTmaTmaTmaTmaMoTmaNiTmaTmaNiTmaNiNiTma,No
SID119,TmaTmaTmaNiNiTmaTmaNiTmaNiNiNiNiTmaNiMoTmaMoNiNiNiTmaNiNiNiNiTmaNiNiNiTmaNiTmaTmaNiNiTmaNiNiMoTmaNiNiTmaMoNiTmaTmaNiMoNiMoNiMoTmaTmaTmaTmaNiTmaTmaTmaTmaTmaNiNiNiNiNiNi,No
SID120,NiTmaMoNiTmaTmaTmaTmaMoTmaNiTmaNiNiTmaNiTmaNiTmaNiMoMoTmaNiTmaTmaTmaTmaTmaNiTmaNiNiNiTmaNiTmaTmaTmaNiTmaNiTmaNiNiNiTmaMoTmaMoNiTmaTmaTmaNiMoMoTmaTmaMoNiTmaMoNiNiNiNiNiTmaNi,No
SID121,TmaNiTmaTmaTmaTmaTmaTmaMoTmaTmaMoNiTmaNiTmaTmaNiTmaTmaNiNiTmaTmaNiMoNiMoNiMoNiNiNiNiNiNiNiTmaNiNiNiNiNiTmaTmaNiTmaNiNiNiNiTmaTmaNiTmaTmaNiMoTmaTmaNiTmaTmaTmaTmaNiTmaMoTmaNi,No
SID122,NiMoTmaNiNiTmaTmaNiTmaNiTmaTmaMoTmaTmaTmaTmaMoNiNiTmaMoMoTmaNiTmaNiNiTmaTmaNiMoNiTmaTmaMoTmaNiTmaTmaTmaNiNiTmaNiNiTmaNiNiTmaTmaTmaNiMoNiTmaNiNiTmaNiTmaTmaTmaTmaNiNiTmaTmaNiMo,No
SID123,NiNiNiMoNiTmaTmaNiNiMoNiNiNiTmaMoTmaMoMoTmaTmaTmaNiTmaNiMoTmaNiTmaTmaTmaNiNiTmaNiTmaNiNiNiTmaTmaNiTmaNiTmaNiTmaTmaTmaNiMoNiTmaNiMoMoTmaNiMoMoNiNiNiNiMoTmaTmaTmaTmaNiTma,No
SID124,TmaNiNiTmaMoTmaNiTmaTmaTmaTmaTmaNiNiTmaTmaTmaNiNiMoNiTmaTmaTmaNiMoTmaNiNiTmaMoMoNiTmaTmaNiNiNiTmaTmaTmaTmaTmaNiNiTmaTmaNiTmaNiMoNiMoTmaTmaTmaNiTmaNiNiTmaNiNiMoTmaTmaTmaNiTmaMo,No
SID125,TmaNiTmaNiNiTmaTmaTmaNiNiNiTmaTmaTmaTmaTmaTmaNiTmaNiNiNiMoMoTmaNiNiTmaMoNiNiNiTmaMoMoMoTmaTmaTmaTmaTmaTmaTmaMoTmaTmaNiTmaNiNiTmaTmaNiNiNiTmaNiNiTmaTmaNiNiNiNiTmaMoTmaNiTmaNi,No
SID126,NiTmaTmaNiNiTmaNiTmaMoNiTmaNiNiNiNiTmaTmaTmaTmaNiNiTmaNiTmaNiNiTmaNiNiTmaTmaTmaNiNiNiTmaTmaTmaTmaNiMoTmaNiNiNiNiTmaNiTmaTmaTmaNiTmaTmaTmaNiTmaNiTmaTmaNiNiNiTmaMoTmaTmaNiNiMo,No
SID127,NiNiMoTmaTmaNiTmaTmaNiTmaNiTmaNiTmaTmaTmaNiTmaMoNiTmaNiNiTmaTmaNiNiTmaNiNiTmaTmaTmaNiTmaTmaTmaTmaMoNiTmaNiNiNiTmaNiTmaMoTmaMoTmaNiMoTmaTmaTmaTmaTmaTmaNiTmaNiNiNiNiTmaNiTmaTmaNi,No
SID128,NiTmaTmaNiTmaTmaNiNiNiNiTmaNiNiMoTmaTmaTmaNiMoNiNiTmaNiTmaTmaTmaTmaNiTmaNiTmaNiTmaNiNiMoNiNiNiNiTmaNiNiTmaTmaNiTmaMoTmaNiNiTmaTmaMoNiMoTmaNiNiTmaTmaTmaNiNiNiMoTmaTmaMoNi,No
SID129,NiTmaTmaTmaTmaTmaTmaMoNiNiNiNiNiNiTmaTmaNiTmaNiTmaNiNiTmaTmaTmaTmaNiNiTmaTmaNiNiNiTmaNiNiTmaTmaNiTmaNiTmaTmaNiNiNiTmaTmaMoTmaTmaMoTmaMoNiNiMoNiNiNiNiNiTmaTmaTmaNiNiNiTmaMo,No
SID130,MoTmaNiNiNiTmaMoTmaNiNiNiTmaTmaTmaNiNiMoNiNiMoTmaTmaTmaNiMoNiTmaNiNiTmaMoTmaNiTmaNiNiNiNiTmaTmaMoTmaMoTmaMoNiNiTmaTmaNiNiNiTmaNiTmaTmaMoNiMoTmaMoTmaTmaTmaMoMoTmaNiTmaNi,No
SID131,NiMoTmaNiMoNiNiTmaTmaTmaTmaNiNiTmaTmaNiTmaNiTmaTmaNiTmaMoNiTmaNiNiNiMoNiMoNiNiTmaNiNiTmaNiTmaTmaTmaNiNiTmaTmaNiTmaTmaTmaNiNiNiNiNiNiTmaNiTmaNiNiTmaTmaNiNiNiNiNiNiTmaMo,No
SID132,TmaMoTmaNiNiNiTmaNiNiTmaNiNiTmaTmaTmaTmaTmaMoNiTmaNiTmaNiNiMoNiNiTmaNiNiNiTmaNiTmaTmaNiNiNiMoNiNiNiTmaTmaTmaTmaMoNiMoTmaNiTmaTmaNiNiNiMoTmaTmaNiTmaTmaTmaNiMoTmaTmaNiTmaNi,No
SID133,NiNiNiNiTmaNiNiMoMoTmaMoTmaTmaTmaTmaTmaMoNiNiMoTmaNiNiTmaNiTmaMoNiNiMoTmaTmaNiNiNiNiNiTmaTmaNiTmaNiTmaTmaNiTmaMoTmaTmaTmaNiMoNiNiNiNiNiNiNiTmaTmaTmaNiNiNiTmaTmaNiTmaNi,No
SID134,TmaTmaNiNiMoTmaTmaNiNiNiNiNiNiNiNiNiNiNiTmaTmaTmaTmaNiNiNiTmaNiTmaNiTmaTmaNiMoTmaNiNiTmaTmaMoTmaNiNiTmaTmaTmaTmaNiTmaMoTmaTmaMoTmaNiTmaNiTmaNiTmaNiNiNiNiNiTmaTmaTmaNiTmaNi,No
SID135,TmaNiNiNiNiMoNiMoTmaTmaNiNiTmaNiMoTmaNiTmaTmaTmaTmaMoNiNiNiTmaTmaTmaTmaNiNiTmaTmaNiTmaNiNiTmaTmaMoNiTmaTmaMoTmaMoNiNiNiNiMoTmaMoTmaNiMoNiTmaTmaNiMoMoTmaNiTmaMoMoNiMoTma,No
SID136,MoTmaMoMoNiTmaNiMoTmaTmaNiTmaTmaTmaMoNiNiTmaNiNiTmaTmaTmaTmaNiNiTmaTmaNiTmaNiNiNiNiNiTmaTmaTmaTmaTmaTmaNiNiTmaNiTmaMoTmaNiNiTmaTmaNiNiTmaNiTmaTmaTmaMoNiNiNiTmaNiNiNiMoNiTma,No
SID137,NiMoNiMoTmaTmaTmaTmaTmaTmaNiNiNiTmaTmaTmaTmaNiNiNiMoTmaTmaTmaTmaTmaMoTmaTmaNiNiNiNiTmaTmaTmaNiTmaNiMoNiTmaTmaNiNiTmaMoTmaTmaNiNiTmaNiTmaMoNiTmaNiNiTmaNiNiTmaNiTmaTmaMoNiTmaNi,No
SID138,TmaTmaNiTmaTmaTmaTmaTmaTmaNiNiMoNiTmaNiTmaTmaTmaNiTmaNiTmaTmaNiMoNiTmaTmaNiNiNiNiNiNiTmaNiNiNiNiMoMoNiTmaTmaNiNiTmaNiNiNiNiTmaMoTmaMoNiTmaNiNiMoNiTmaMoTmaTmaNiTmaNiNiTma,No
SID139,TmaNiNiTmaNiMoNiNiNiTmaTmaTmaNiNiMoNiTmaNiMoMoNiTmaNiNiNiNiNiTmaNiTmaNiTmaNiTmaNiNiTmaTmaTmaNiTmaTmaTmaTmaNiNiNiTmaTmaTmaTmaNiNiTmaTmaNiNiMoNiNiTmaNiMoMoTmaTmaTmaNiMoNi,No
SID140,TmaNiTmaTmaMoTmaNiNiNiNiNiTmaNiTmaTmaTmaTmaNiTmaTmaTmaTmaNiTmaNiTmaNiNiTmaTmaTmaTmaNiNiTmaTmaNiNiTmaTmaTmaNiTmaTmaNiTmaTmaNiNiTmaMoTmaTmaNiNiTmaTmaNiTmaTmaTmaNiMoNiNiTmaNiTmaNiTma,No
SID141,TmaTmaNiNiNiTmaNiTmaNiMoTmaNiTmaTmaNiNiNiTmaTmaTmaNiNiMoTmaNiNiMoNiNiTmaNiNiMoNiTmaNiTmaTmaTmaNiNiTmaNiNiTmaNiNiTmaNiTmaNiNiNiNiMoNiNiNiTmaNiTmaMoNiNiNiNiNiTmaNiNi,No
SID142,NiNiNiTmaMoNiTmaTmaMoNiMoTmaNiTmaNiMoTmaTmaNiTmaNiTmaTmaTmaTmaNiTmaTmaNiTmaNiTmaNiTmaTmaNiNiTmaMoMoNiTmaMoNiNiTmaNiTmaTmaTmaTmaTmaNiTmaMoTmaTmaNiTmaNiTmaTmaTmaNiNiNiNiTmaMoNi,No
SID143,NiTmaTmaMoNiTmaNiTmaNiTmaNiTmaTmaNiNiTmaNiNiTmaMoNiNiNiTmaTmaTmaTmaNiNiTmaNiNiNiTmaTmaTmaTmaMoNiTmaMoNiNiTmaTmaNiTmaMoNiNiTmaNiNiNiTmaTmaNiNiTmaNiTmaNiNiMoNiNiTmaNiNiNi,No
SID144,TmaNiTmaMoTmaNiTmaTmaTmaNiTmaTmaNiTmaTmaTmaMoNiNiMoTmaTmaTmaTmaNiTmaNiNiTmaNiTmaTmaNiNiTmaTmaTmaTmaTmaTmaNiMoTmaTmaNiTmaTmaTmaTmaNiTmaMoTmaTmaTmaTmaTmaNiMoTmaTmaMoTmaNiNiTmaNiMoTmaNi,No
SID145,NiTmaNiNiNiNiNiNiTmaTmaTmaTmaTmaTmaNiTmaTmaNiTmaMoMoNiNiNiMoNiNiTmaMoTmaNiNiTmaNiTmaTmaNiTmaTmaTmaNiMoNiTmaTmaNiTmaMoTmaTmaTmaTmaTmaNiNiMoTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaNiTmaTma,No
SID146,TmaNiTmaMoTmaMoTmaTmaTmaNiTmaTmaMoNiNiMoTmaNiNiNiMoNiNiTmaNiNiTmaMoNiTmaTmaTmaTmaTmaNiTmaTmaTmaNiTmaTmaTmaTmaTmaNiTmaNiNiTmaTmaNiTmaMoNiNiTmaNiTmaNiTmaNiNiMoTmaTmaTmaNiMoTmaNi,No
SID147,NiTmaTmaTmaTmaTmaTmaNiTmaNiNiTmaNiMoNiNiNiNiNiTmaTmaTmaTmaNiTmaNiTmaNiMoNiNiTmaTmaTmaNiNiTmaNiTmaTmaNiNiNiMoTmaMoNiTmaTmaTmaNiNiMoTmaNiTmaTmaMoNiNiTmaTmaTmaNiNiTmaNiNiTmaNi,No
SID148,NiMoTmaNiTmaTmaTmaTmaNiNiNiNiTmaTmaTmaTmaTmaNiNiTmaTmaNiTmaNiTmaTmaTmaNiNiTmaNiTmaNiTmaNiMoTmaTmaNiTmaMoMoMoTmaTmaNiTmaTmaNiNiTmaTmaTmaNiNiNiNiTmaNiMoTmaTmaNiTmaNiTmaMoTmaNiTma,No
SID149,NiNiTmaTmaMoTmaTmaMoNiNiTmaTmaNiMoNiNiNiNiTmaNiNiNiNiTmaNiNiTmaTmaMoTmaNiTmaTmaMoNiTmaTmaMoTmaTmaTmaTmaNiTmaNiTmaNiTmaNiNiNiTmaTmaTmaTmaNiTmaTmaNiNiTmaNiNiNiTmaTmaTmaMoNiNi,No
SID150,TmaTmaTmaTmaNiTmaTmaTmaTmaNiNiTmaNiTmaTmaNiNiNiTmaTmaTmaNiTmaTmaTmaTmaNiMoMoMoTmaTmaTmaTmaTmaNiTmaNiNiTmaTmaNiTmaTmaMoTmaTmaNiMoTmaNiNiNiTmaTmaNiTmaTmaNiNiTmaTmaNiNiTmaTmaNiNiMoNi,No
SID151,TmaNiTmaTmaTmaTmaTmaMoNiTmaTmaNiNiTmaTmaNiTmaTmaTmaTmaTmaTmaMoTmaNiTmaNiNiTmaTmaTmaTmaTmaTmaNiMoNiNiTmaTmaNiNiNiNiTmaNiTmaNiNiTmaNiNiTmaTmaNiNiTmaTmaTmaTmaNiNiNiNiNiNiTmaTmaNiNi,No
SID152,NiTmaNiTmaNiNiNiMoNiNiTmaMoTmaNiTmaTmaTmaTmaTmaTmaTmaNiNiNiTmaTmaTmaNiTmaTmaNiNiNiTmaNiNiTmaTmaMoTmaNiTmaTmaNiMoMoTmaTmaTmaNiMoMoNiTmaTmaTmaNiNiTmaTmaNiNiMoTmaTmaNiNiNiTmaTma,No
SID153,NiNiNiNiTmaNiNiNiNiNiTmaNiMoNiNiNiNiMoNiMoNiTmaTmaTmaNiTmaNiTmaTmaTmaNiMoTmaTmaTmaNiTmaNiTmaTmaNiMoNiTmaTmaTmaTmaNiTmaNiTmaNiNiTmaTmaTmaNiTmaNiMoMoNiNiTmaTmaTmaTmaTmaNiNi,No
SID154,MoTmaNiTmaTmaTmaNiNiNiNiNiTmaTmaTmaNiMoTmaNiTmaNiMoMoMoNiMoNiMoTmaTmaTmaNiMoNiMoNiNiNiMoTmaNiNiTmaTmaNiTmaNiNiNiNiTmaTmaMoTmaTmaMoTmaTmaNiTmaNiNiTmaTmaMoTmaNiTmaTmaTmaTma,No
SID155,MoTmaNiNiNiMoMoNiNiTmaNiNiNiNiTmaMoTmaNiTmaTmaTmaNiNiNiTmaTmaNiNiTmaNiTmaTmaMoTmaTmaTmaTmaTmaNiTmaNiNiTmaNiNiMoNiTmaTmaNiTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaNiNiTmaNiNiTmaNiNiMo,No
SID156,NiTmaNiTmaNiTmaTmaTmaNiTmaTmaNiTmaMoNiTmaTmaTmaNiTmaTmaNiTmaTmaTmaMoTmaTmaTmaTmaTmaNiMoNiTmaTmaNiTmaTmaNiTmaNiTmaTmaNiMoTmaNiNiTmaTmaTmaNiNiNiNiTmaNiNiNiTmaMoNiTmaTmaNiTmaMoMoTma,No
